Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,unique_movies,weighted_average
Sair-E-Paristan,1958,120,5.0,1,10,5,Sair-E-Paristan hindi 1958,5.562523510971787
Lalkare Sheran De,1994,117,5.0,1,1,13,Lalkare Sheran De punjabi 1994,5.562523510971787
Azad Champion,1968,120,5.0,1,1,5,Azad Champion hindi 1968,5.562523510971787
Thazampoo,1965,120,6.8,6,0,16,Thazampoo tamil 1965,5.858352490421456
Haseena 420,1988,120,6.2,5,0,19,Haseena 420 urdu 1988,5.7067506631299745
Record,2019,81,5.0,1,13,19,Record urdu 2019,5.562523510971787
Raogari Illu,1988,120,5.0,1,58,17,Raogari Illu telugu 1988,5.562523510971787
Proud to Be a Sikh,2014,92,7.2,20,8,13,Proud to Be a Sikh punjabi 2014,6.375012615643398
Paranju Theeratha Visheshangal,2007,120,6.3,6,0,9,Paranju Theeratha Visheshangal malayalam 2007,5.747241379310345
Banna Bannada Baduku,2017,120,5.0,1,8,6,Banna Bannada Baduku kannada 2017,5.562523510971787
Aickarakkonathe Bhishaguaranmaar,2018,144,7.8,239,8,9,Aickarakkonathe Bhishaguaranmaar malayalam 2018,7.6214442970822285
Laxmi,1957,118,5.0,1,89,5,Laxmi hindi 1957,5.562523510971787
Patukunte Padivelu,1967,145,5.0,1,8,17,Patukunte Padivelu telugu 1967,5.562523510971787
Radha Ghelo Kan,1991,120,5.0,1,8,4,Radha Ghelo Kan gujarati 1991,5.562523510971787
"U, Bomsi N Me",2005,120,7.4,13,5,5,"U, Bomsi N Me hindi 2005",6.281632860040568
Les Larmes Noires,2015,127,5.0,1,7,19,Les Larmes Noires urdu 2015,5.562523510971787
Baeelveda,1979,120,5.0,1,0,10,Baeelveda marathi 1979,5.562523510971787
Balakot: the true story,2020,120,5.0,1,1,5,Balakot: the true story hindi 2020,5.562523510971787
Maan Marjada,1991,137,5.0,1,8,2,Maan Marjada bengali 1991,5.562523510971787
Hera Pheri,2000,156,8.2,58037,156,5,Hera Pheri hindi 2000,8.199055694602661
Raagangal Maruvathillai,1983,120,7.2,5,0,16,Raagangal Maruvathillai tamil 1983,5.899058355437666
Putra Badhu,1998,120,5.0,1,8,2,Putra Badhu bengali 1998,5.562523510971787
Naik Parveen,1975,120,5.0,1,0,19,Naik Parveen urdu 1975,5.562523510971787
Gollu Aur Pappu,2014,112,3.7,101,5,5,Gollu Aur Pappu hindi 2014,4.025209157716224
Shivani,2019,120,5.0,1,6,5,Shivani hindi 2019,5.562523510971787
Heer Maan Ja,2019,146,5.2,187,159,13,Heer Maan Ja punjabi 2019,5.239305371352785
Nayakudu Vinayakudu,1980,120,6.0,6,0,17,Nayakudu Vinayakudu telugu 1980,5.680574712643679
Love You to Death,2012,102,5.3,7,524,5,Love You to Death hindi 2012,5.51698275862069
Awara Badal,1964,134,5.9,14,128,3,Awara Badal bhojpuri 1964,5.713586206896552
Gharer Bou,1990,121,5.0,1,8,2,Gharer Bou bengali 1990,5.562523510971787
Chief Sahib,1996,120,5.0,37,1519,19,Chief Sahib urdu 1996,5.213370986920333
Revelations,2016,118,7.3,135,8,16,Revelations tamil 2016,7.069714854111406
Murder,1994,101,5.0,1,6816,6,Murder kannada 1994,5.562523510971787
Ivide Ingane,1984,101,5.0,1,18,9,Ivide Ingane malayalam 1984,5.562523510971787
Porter Ponnusami,1979,120,5.0,1,0,16,Porter Ponnusami tamil 1979,5.562523510971787
Amar Premi Sheni Vijanand,1974,120,5.0,1,8,4,Amar Premi Sheni Vijanand gujarati 1974,5.562523510971787
Tum Hi To Ho...,2011,120,3.9,10,81624,5,Tum Hi To Ho... hindi 2011,5.044371523915462
Bilhana,1948,120,5.0,1,0,16,Bilhana tamil 1948,5.562523510971787
Maharathi,2008,114,7.1,967,6816,5,Maharathi hindi 2008,7.067890199637024
Adyathe Maravi,2019,14,5.0,1,2124,9,Adyathe Maravi malayalam 2019,5.562523510971787
Hum Ek Hain,1961,120,5.0,1,8,19,Hum Ek Hain urdu 1961,5.562523510971787
Puzha,1980,120,5.0,1,0,9,Puzha malayalam 1980,5.562523510971787
Common Opinion,2016,10,5.0,1,721,19,Common Opinion urdu 2016,5.562523510971787
Paandav,1995,132,4.1,533,18,5,Paandav hindi 1995,4.156454002240756
Khaidi,1987,120,5.0,1,0,17,Khaidi telugu 1987,5.562523510971787
Savitri,1937,136,5.0,1,10,5,Savitri hindi 1937,5.562523510971787
Raam,2009,149,6.6,136,58,6,Raam kannada 2009,6.46481221172853
Police Lock Up,1992,120,5.0,1,1,5,Police Lock Up hindi 1992,5.562523510971787
The Dirty Picture,2011,145,6.6,8815,458,16,The Dirty Picture tamil 2011,6.597597953513058
Kurbani,1943,120,6.6,5,0,5,Kurbani hindi 1943,5.783673740053051
Nepal First Jagad Guru - Yogiraj Swami Documentary,2020,120,5.0,1,7,11,Nepal First Jagad Guru - Yogiraj Swami Documentary nepali 2020,5.562523510971787
Lawaris: Karachi's Unknown Dead,2019,120,5.0,1,721,19,Lawaris: Karachi's Unknown Dead urdu 2019,5.562523510971787
Rakhewal,2019,130,5.0,1,8,4,Rakhewal gujarati 2019,5.562523510971787
Kanasu Maratakkide,2021,132,5.0,1,8,6,Kanasu Maratakkide kannada 2021,5.562523510971787
Pati Patni Aur Tawaif,1990,120,4.3,40,89,5,Pati Patni Aur Tawaif hindi 1990,4.743860938383268
777 Charlie,0,136,5.0,1,258,16,777 Charlie tamil 0,5.562523510971787
Dholo Mara Malak No,1998,120,5.0,1,8,4,Dholo Mara Malak No gujarati 1998,5.562523510971787
Pambaram,1979,120,5.0,1,0,9,Pambaram malayalam 1979,5.562523510971787
Raj Shahenshah,0,122,5.0,1,8,3,Raj Shahenshah bhojpuri 0,5.562523510971787
Love You Dhaka,0,120,5.0,1,8,2,Love You Dhaka bengali 0,5.562523510971787
The Last Color,2019,90,7.7,740,8,5,The Last Color hindi 2019,7.64175495038289
Aji Bas Shukriya,1958,120,6.2,10,5815,5,Aji Bas Shukriya hindi 1958,5.78630700778643
Avatar Purusha,0,120,5.0,1,5,6,Avatar Purusha kannada 0,5.562523510971787
Delhi Durbar,1956,120,5.0,1,0,5,Delhi Durbar hindi 1956,5.562523510971787
Bhartruhari,1932,120,5.0,1,10,5,Bhartruhari hindi 1932,5.562523510971787
Teer,1954,120,5.0,1,8,5,Teer hindi 1954,5.562523510971787
Eppothum Vendran,2014,138,5.0,1,8,16,Eppothum Vendran tamil 2014,5.562523510971787
Rubik's Cube,0,134,5.0,1,8,10,Rubik's Cube marathi 0,5.562523510971787
Prem Paigham,1989,120,5.0,1,19,5,Prem Paigham hindi 1989,5.562523510971787
Smuggler,1996,120,4.4,17,16,5,Smuggler hindi 1996,5.057250453720509
Sheikh Chilli,1958,120,5.0,1,5,13,Sheikh Chilli punjabi 1958,5.562523510971787
Sasi Lalitha,2020,120,5.0,1,8,17,Sasi Lalitha telugu 2020,5.562523510971787
Om Shri Satya Sai Baba,2021,120,5.0,1,4,5,Om Shri Satya Sai Baba hindi 2021,5.562523510971787
Khooni Insaan,1988,120,4.0,7,24,5,Khooni Insaan hindi 1988,5.19198275862069
Ilamai Kaalangal,1983,120,5.7,9,0,16,Ilamai Kaalangal tamil 1983,5.6225172413793105
Lalu Bhulu,1959,120,7.0,6,8,2,Lalu Bhulu bengali 1959,5.902796934865901
Rakkhushi,2006,134,6.5,10,8,2,Rakkhushi bengali 2006,5.883081201334817
Geet Ganga,1982,138,5.0,1,8,5,Geet Ganga hindi 1982,5.562523510971787
Bachke Rahna,1949,120,5.0,1,15,5,Bachke Rahna hindi 1949,5.562523510971787
Viswasam Athalle Ellam,2015,159,4.9,30,58,9,Viswasam Athalle Ellam malayalam 2015,5.1838336713995945
Stop!,2004,120,4.5,31,519,5,Stop! hindi 2004,4.9399137931034485
Post Man,1967,120,5.0,1,0,9,Post Man malayalam 1967,5.562523510971787
Sannyasi Deshonayok,2020,120,5.0,1,8,2,Sannyasi Deshonayok bengali 2020,5.562523510971787
Local Utpaat,2020,120,5.0,1,15,1,Local Utpaat assamese 2020,5.562523510971787
Niraparadhi,1951,182,5.0,1,0,16,Niraparadhi tamil 1951,5.562523510971787
Avaghachi Sansar,1960,120,5.0,1,5,10,Avaghachi Sansar marathi 1960,5.562523510971787
Vicar Ka Achar Open Your Mind Before Your Mouth,2018,90,5.0,1,0,5,Vicar Ka Achar Open Your Mind Before Your Mouth hindi 2018,5.562523510971787
Neerja,2016,122,7.7,21192,4824,5,Neerja hindi 2016,7.697910503806221
OK Kanmani,2015,139,7.4,5030,19,16,OK Kanmani tamil 2015,7.392471890168557
Meen Kuzhambum Mann Paanaiyum,2016,136,5.4,98,510,16,Meen Kuzhambum Mann Paanaiyum tamil 2016,5.43340770791075
Nandini,1969,120,5.0,1,8,10,Nandini marathi 1969,5.562523510971787
Begunah,1970,120,5.0,1,1,5,Begunah hindi 1970,5.562523510971787
Ishara,1943,120,5.0,1,0,5,Ishara hindi 1943,5.562523510971787
Vakratunda Mahakaaya,2013,92,6.9,75,5,10,Vakratunda Mahakaaya marathi 2013,6.613286637931034
Kaise Tumse Kahoon,2015,120,5.0,1,0,19,Kaise Tumse Kahoon urdu 2015,5.562523510971787
Idhey Naa Savaal,1984,120,6.2,8,0,17,Idhey Naa Savaal telugu 1984,5.757776456599287
Intiguttu,1958,140,7.2,5,89,17,Intiguttu telugu 1958,5.899058355437666
Naag Mani,1957,120,6.5,6,210,5,Naag Mani hindi 1957,5.79168582375479
Ghanchakkar,1990,120,7.3,15,5,10,Ghanchakkar marathi 1990,6.3020977011494255
Uladhaal,2008,130,6.0,49,824,10,Uladhaal marathi 2008,5.876793103448276
Barkha,1953,120,5.0,1,0,19,Barkha urdu 1953,5.562523510971787
Doctor X,1972,120,5.0,1,24,5,Doctor X hindi 1972,5.562523510971787
Qaid-e-Tanhai,2010,120,8.2,103,8,19,Qaid-e-Tanhai urdu 2010,7.757867074527251
Gullu Dada Returns: No Compromise.. Only Fight...!,2010,120,7.5,50,568,12,Gullu Dada Returns: No Compromise.. Only Fight...! oriya 2010,6.9348664400194275
Arshinagar,2015,134,4.5,198,81519,2,Arshinagar bengali 2015,4.604454416627303
Susral Chalo,1983,120,5.0,1,0,13,Susral Chalo punjabi 1983,5.562523510971787
Na Ghar Ke Na Ghaat Ke,2010,120,6.1,269,58,5,Na Ghar Ke Na Ghaat Ke hindi 2010,6.063019024970274
Therottam,2019,117,5.0,1,124,9,Therottam malayalam 2019,5.562523510971787
Shaadi Aur Barbadi,1991,120,5.0,1,5,5,Shaadi Aur Barbadi hindi 1991,5.562523510971787
SHUDRA: The Untouchables,2011,116,7.8,23,8912,5,SHUDRA: The Untouchables hindi 2011,6.744898119122257
Mazaa Mazaa,2005,99,2.8,57,19,5,Mazaa Mazaa hindi 2005,3.550968169761273
Har Din Pyar Ke Din,1990,120,5.0,1,24,5,Har Din Pyar Ke Din hindi 1990,5.562523510971787
Chor Na Bhai Ghanti Chor,2016,136,5.0,1,8,4,Chor Na Bhai Ghanti Chor gujarati 2016,5.562523510971787
Ek Gadi Baaki Anadi,1988,135,7.7,15,5,10,Ek Gadi Baaki Anadi marathi 1988,6.468764367816092
Army,1996,153,4.3,1591,18,5,Army hindi 1996,4.316796226576538
Rebecca,1963,120,5.0,1,0,9,Rebecca malayalam 1963,5.562523510971787
Mera Suhag,1987,138,5.0,1,89,5,Mera Suhag hindi 1987,5.562523510971787
Kamsale Kaisale,2012,90,5.0,1,8,6,Kamsale Kaisale kannada 2012,5.562523510971787
Bottu Katuka,1979,136,5.0,1,8,17,Bottu Katuka telugu 1979,5.562523510971787
Atmatyag,2012,120,5.0,1,8,2,Atmatyag bengali 2012,5.562523510971787
Manju,1983,120,7.6,5,8,9,Manju malayalam 1983,5.975981432360744
Thakur Jarnail Singh,1966,120,5.0,9,1,5,Thakur Jarnail Singh hindi 1966,5.412517241379311
Premleela,2015,120,5.0,1,119,3,Premleela bhojpuri 2015,5.562523510971787
Marunnattil Oru Malayali,1971,120,5.7,7,0,9,Marunnattil Oru Malayali malayalam 1971,5.616982758620689
Munnudi,2000,108,6.6,12,9,6,Munnudi kannada 2000,5.956833855799373
Halli Mestru,1992,162,6.9,56,58,6,Halli Mestru kannada 1992,6.542539184952979
Licence,1976,120,5.0,1,8,13,Licence punjabi 1976,5.562523510971787
Kitty Party,2019,134,3.8,5,15,13,Kitty Party punjabi 2019,5.245212201591513
Ajnabi Lage Zindagi,2019,120,5.0,1,8,19,Ajnabi Lage Zindagi urdu 2019,5.562523510971787
Sangarshana,1983,120,7.1,25,189,17,Sangarshana telugu 1983,6.4103373313343335
Cool Boys Hot Girls,2012,125,5.0,1,5,17,Cool Boys Hot Girls telugu 2012,5.562523510971787
Jeethu,2013,120,5.0,1,8,6,Jeethu kannada 2013,5.562523510971787
Once Upon a Time in Mumbaai Dobara,2013,160,4.6,6698,168,5,Once Upon a Time in Mumbaai Dobara hindi 2013,4.6030920549548116
Akaash Ganga,1990,120,5.0,1,1,5,Akaash Ganga hindi 1990,5.562523510971787
Srinkhal,1947,120,5.0,1,0,2,Srinkhal bengali 1947,5.562523510971787
Kabhi Yuh Bhi Toh Ho,2014,102,5.0,1,9,5,Kabhi Yuh Bhi Toh Ho hindi 2014,5.562523510971787
Aadi Shakti,1992,120,5.0,1,1,5,Aadi Shakti hindi 1992,5.562523510971787
Appavi Kateri,2015,120,5.0,1,8,16,Appavi Kateri tamil 2015,5.562523510971787
Vasantha Kumaran,0,122,5.0,1,19,16,Vasantha Kumaran tamil 0,5.562523510971787
India Unplugged,2014,30,5.0,1,0,19,India Unplugged urdu 2014,5.562523510971787
Kanyavanangal,2019,122,5.0,1,8,9,Kanyavanangal malayalam 2019,5.562523510971787
Little Singham: Kaal Ka Badla,2020,69,5.1,9,31,5,Little Singham: Kaal Ka Badla hindi 2020,5.44251724137931
Ek Doctor Ki Maut,1990,122,8.3,1309,48,5,Ek Doctor Ki Maut hindi 1990,8.257199637023593
Mazaaq,1943,120,5.0,1,0,5,Mazaaq hindi 1943,5.562523510971787
The Train,1970,138,6.4,148,1616,5,The Train hindi 1970,6.299263415629464
Lala Begum,2016,58,6.5,21,824,19,Lala Begum urdu 2016,6.044655172413793
Ved Lavi Jeeva,2010,120,7.2,14,8,10,Ved Lavi Jeeva marathi 2010,6.233586206896551
Ravoyi Chandamama,1999,120,4.9,186,819,17,Ravoyi Chandamama telugu 1999,4.96993003498251
Aakhri Ghulam,1989,171,5.0,32,168,5,Aakhri Ghulam hindi 1989,5.233500325309044
Diljani,1935,120,5.0,1,0,5,Diljani hindi 1935,5.562523510971787
Jutt Majhey Da,1988,120,5.0,1,0,13,Jutt Majhey Da punjabi 1988,5.562523510971787
Ek Dopahar (An Afternoon),2021,90,5.0,1,8,5,Ek Dopahar (An Afternoon) hindi 2021,5.562523510971787
Evadu Thakkuva Kadu,2019,125,7.5,21,1,17,Evadu Thakkuva Kadu telugu 2019,6.544655172413793
Veera Ranachandi,2017,138,5.0,1,8,6,Veera Ranachandi kannada 2017,5.562523510971787
Ice Cream,2014,144,3.4,114,1324,17,Ice Cream telugu 2014,3.74055938697318
Sasanam,2006,154,6.1,16,8,16,Sasanam tamil 2006,5.810149114631873
Krishna Cottage,2004,124,5.1,1004,1316,5,Krishna Cottage hindi 2004,5.110024894869638
Sankarabharanam,1980,143,8.7,1985,81419,17,Sankarabharanam telugu 1980,8.667435452263899
Ghulam Begum Badshah,1956,124,6.6,5,812,5,Ghulam Begum Badshah hindi 1956,5.783673740053051
Bhotbhoti,0,120,5.0,1,19,2,Bhotbhoti bengali 0,5.562523510971787
Bombay Rose,2019,97,6.1,440,3819,5,Bombay Rose hindi 2019,6.0767364799162245
Ratha Kanneer,1954,154,8.1,306,8,16,Ratha Kanneer tamil 1954,7.938763049667827
Utthaan,1989,120,5.0,1,8,5,Utthaan hindi 1989,5.562523510971787
Jaanmoni Vol - 1,2008,70,5.0,1,1519,1,Jaanmoni Vol - 1 assamese 2008,5.562523510971787
Badhti Ka Naam Dadhi,1974,120,6.7,37,8,5,Badhti Ka Naam Dadhi hindi 1974,6.297853745541023
Neeye Nijam,2005,120,5.0,1,8,16,Neeye Nijam tamil 2005,5.562523510971787
Madhanam,2019,128,8.9,9,519,17,Madhanam telugu 2019,6.5825172413793105
Hyderabad Ki Nazneen,1952,120,5.0,1,8,5,Hyderabad Ki Nazneen hindi 1952,5.562523510971787
Daakghor,2018,46,5.0,1,8,2,Daakghor bengali 2018,5.562523510971787
Coolie,2004,120,6.3,26,1,3,Coolie bhojpuri 2004,5.982457813646367
Ilamura Thamburan,1998,120,4.7,6,8,9,Ilamura Thamburan malayalam 1998,5.3916858237547896
Khoon Pasina,1977,210,6.2,352,18,5,Khoon Pasina hindi 1977,6.165618008690025
Seeta Salma Suzy,1992,120,5.0,1,1,5,Seeta Salma Suzy hindi 1992,5.562523510971787
Suhaagan,1986,120,5.0,1,0,13,Suhaagan punjabi 1986,5.562523510971787
Ganesh,2009,120,5.0,257,19,17,Ganesh telugu 2009,5.04451624906971
Karwane Hayat,1935,122,6.0,6,0,19,Karwane Hayat urdu 1935,5.680574712643679
Iron Man,2008,126,7.9,954861,1220,19,Iron Man urdu 2008,7.899949182744299
Choti Si Kahani,2011,680,5.7,12,8,19,Choti Si Kahani urdu 2011,5.629561128526646
Shiva Sainya,1996,138,8.5,12,18,6,Shiva Sainya kannada 1996,6.6477429467084646
Pita Maata Santan,1997,136,5.0,1,1819,2,Pita Maata Santan bengali 1997,5.562523510971787
Punnagai Poove,2003,120,5.6,22,19,16,Punnagai Poove tamil 2003,5.594779470729751
Ek Musafir Ek Hasina,1962,120,6.6,48,1516,12,Ek Musafir Ek Hasina oriya 1962,6.2923988005997
Yechchil Iravugal,1982,120,3.6,5,0,16,Yechchil Iravugal tamil 1982,5.2067506631299745
Swarnakireedam,1996,120,5.0,1,0,9,Swarnakireedam malayalam 1996,5.562523510971787
Ivan Than Uthaman,0,120,5.0,1,13,16,Ivan Than Uthaman tamil 0,5.562523510971787
Samhaara,2018,120,6.0,43,124,6,Samhaara kannada 2018,5.865242456896552
Aro Oral,2017,120,8.3,15,2116,9,Aro Oral malayalam 2017,6.718764367816092
Puthiya Katru,1975,120,5.0,1,8,16,Puthiya Katru tamil 1975,5.562523510971787
1 Pandhu 4 Run 1 Wicket,2014,107,5.0,1,8,16,1 Pandhu 4 Run 1 Wicket tamil 2014,5.562523510971787
Zid,2014,126,4.4,1066,61924,5,Zid hindi 2014,4.422976556799798
Ayalathe Sundari,1974,168,7.1,8,515,9,Ayalathe Sundari malayalam 1974,6.006052318668252
Inakkilly,1984,120,5.0,1,819,9,Inakkilly malayalam 1984,5.562523510971787
Sampoorna Mahabharat,1983,155,7.8,10,128,4,Sampoorna Mahabharat gujarati 1983,6.302436040044494
Pratibad,1971,120,5.0,1,8,2,Pratibad bengali 1971,5.562523510971787
Izzatdaar,1990,172,5.2,177,168,5,Izzatdaar hindi 1990,5.241290491118077
Minor Raja,1991,120,6.5,13,5,17,Minor Raja telugu 1991,5.937515212981745
Ullasappoonkattu,1997,120,4.8,54,5,9,Ullasappoonkattu malayalam 1997,5.021006896551724
Salaar,2022,120,5.0,1,1,6,Salaar kannada 2022,5.562523510971787
Dhaani,2016,120,8.4,30,919,19,Dhaani urdu 2016,7.242657200811359
Kaivazhikal Piriyumbol,1977,120,5.0,1,0,9,Kaivazhikal Piriyumbol malayalam 1977,5.562523510971787
Nyayam Meere Cheppali,1985,120,5.8,9,0,17,Nyayam Meere Cheppali telugu 1985,5.652517241379311
Tan-Badan,1986,115,5.1,37,8,5,Tan-Badan hindi 1986,5.277164090368609
Miss Priyambada,1967,93,7.1,12,19,2,Miss Priyambada bengali 1967,6.138652037617555
Devar,1966,156,7.2,81,6819,5,Devar hindi 1966,6.868387423935092
Naaji,1959,120,5.0,1,8,13,Naaji punjabi 1959,5.562523510971787
Kuch Der Aur,2018,65,8.5,41,8,5,Kuch Der Aur hindi 2018,7.514121245828699
Krantiveer: The Revolution,2010,159,4.6,19,168,5,Krantiveer: The Revolution hindi 2010,5.119387931034483
Manasupaddanu Kani,2000,120,5.0,1,19,17,Manasupaddanu Kani telugu 2000,5.562523510971787
Pyar aur Paisa,1991,120,5.0,1,0,19,Pyar aur Paisa urdu 1991,5.562523510971787
Dak Babu,1954,124,5.0,1,89,5,Dak Babu hindi 1954,5.562523510971787
Chhalaang,2020,136,6.4,15444,58,5,Chhalaang hindi 2020,6.398899160507041
Kallan Avaran,2019,21,5.0,1,218,9,Kallan Avaran malayalam 2019,5.562523510971787
Mastuto Bhai,1934,120,5.0,1,8,2,Mastuto Bhai bengali 1934,5.562523510971787
Tuesdays and Fridays,2021,106,4.5,407,51519,5,Tuesdays and Fridays hindi 2021,4.553447470190139
Varna Vasanthangal,2016,128,5.0,1,8,9,Varna Vasanthangal malayalam 2016,5.562523510971787
Pigman,2013,150,5.1,32,89,9,Pigman malayalam 2013,5.29387768379961
Amar Suhagin,1978,120,5.0,1,0,5,Amar Suhagin hindi 1978,5.562523510971787
Father Chitti Umaa Kaarthik,2021,120,6.5,30,8,17,Father Chitti Umaa Kaarthik telugu 2021,6.12501014198783
Mr. India,1987,179,7.8,14265,158,5,Mr. India hindi 1987,7.796750351199873
Chukkan,1994,158,5.0,23,8,9,Chukkan malayalam 1994,5.281261755485894
Kushthi,2006,120,5.0,1,5,16,Kushthi tamil 2006,5.562523510971787
Bilu: A demon within,2017,128,7.1,133,810,2,Bilu: A demon within bengali 2017,6.8939968652037615
Leather Life,2015,118,6.5,10,8,13,Leather Life punjabi 2015,5.883081201334817
Hum Tum Pe Marte Hain,1999,165,5.3,483,5819,5,Hum Tum Pe Marte Hain hindi 1999,5.31205459770115
Vaettiya Madichu Kattu,1998,120,5.5,19,5,16,Vaettiya Madichu Kattu tamil 1998,5.546887931034483
Nenu Nene Ramune,2018,105,5.0,1,8,17,Nenu Nene Ramune telugu 2018,5.562523510971787
Laal Joda,2001,118,5.0,1,24,5,Laal Joda hindi 2001,5.562523510971787
"Brakefail, The 4 mechanics",2010,120,5.0,1,5,2,"Brakefail, The 4 mechanics bengali 2010",5.562523510971787
Borbaad,2014,140,5.4,197,1819,2,Borbaad bengali 2014,5.418236317621007
Meera Ke Girdhar,1992,120,5.0,1,8,5,Meera Ke Girdhar hindi 1992,5.562523510971787
Zehreeli,1977,120,5.0,1,1616,5,Zehreeli hindi 1977,5.562523510971787
Champion Thomas,1990,107,5.6,8,5,9,Champion Thomas malayalam 1990,5.592259215219976
Maa Daivam,1976,120,5.0,1,15,17,Maa Daivam telugu 1976,5.562523510971787
Aaj Sandhyay,1954,120,5.0,1,0,2,Aaj Sandhyay bengali 1954,5.562523510971787
Saanjhbatir Roopkathara,2002,120,6.2,145,89,2,Saanjhbatir Roopkathara bengali 2002,6.122744079767345
Utkarsha,1990,120,5.0,1,0,6,Utkarsha kannada 1990,5.562523510971787
Manasa,2013,120,5.0,1,8,6,Manasa kannada 2013,5.562523510971787
Ladki Sahyadri Ki,1966,120,5.0,9,158,5,Ladki Sahyadri Ki hindi 1966,5.412517241379311
Darshan: The Embrace,2005,92,6.4,184,7,9,Darshan: The Embrace malayalam 2005,6.316953742640876
Johra Bai,2000,120,5.0,1,1,5,Johra Bai hindi 2000,5.562523510971787
Har Har Byomkesh,2015,113,6.8,852,124,2,Har Har Byomkesh bengali 2015,6.770876881147055
Chaalbaaz Leader,1970,120,5.0,1,8,5,Chaalbaaz Leader hindi 1970,5.562523510971787
Prithvi,1994,120,8.3,6,0,11,Prithvi nepali 1994,6.191685823754789
Jinn,0,130,5.0,1,1,2,Jinn bengali 0,5.562523510971787
Nistaran,2019,92,5.0,1,8,5,Nistaran hindi 2019,5.562523510971787
Do Haath 100 Bandooken,1974,120,5.0,1,1,5,Do Haath 100 Bandooken hindi 1974,5.562523510971787
Ruby,1986,120,5.0,1,8,19,Ruby urdu 1986,5.562523510971787
Sabak,1950,120,5.0,1,0,5,Sabak hindi 1950,5.562523510971787
Ostittey Amar Desh,2007,120,7.6,9,25,2,Ostittey Amar Desh bengali 2007,6.19251724137931
Naadham,1983,120,5.0,1,0,9,Naadham malayalam 1983,5.562523510971787
Salawati,2008,82,5.0,1,8,16,Salawati tamil 2008,5.562523510971787
Armaan,2013,140,6.8,43,5819,12,Armaan oriya 2013,6.402742456896552
Purano Bullet,2019,120,5.0,1,8,11,Purano Bullet nepali 2019,5.562523510971787
Vinayakudu,2008,133,7.2,79,519,16,Vinayakudu tamil 2008,6.861755172413793
Jalladon Ka Jallad,2004,120,5.0,1,1,5,Jalladon Ka Jallad hindi 2004,5.562523510971787
Bhinna,2019,95,7.4,28,24,6,Bhinna kannada 2019,6.6239901477832515
Adhu,2004,120,5.0,1,8,16,Adhu tamil 2004,5.562523510971787
Virodhi,2011,120,6.6,34,8,17,Virodhi telugu 2011,6.214100313479624
Umno O Jhumno,1975,120,5.0,1,8,2,Umno O Jhumno bengali 1975,5.562523510971787
Anokha Aspatal,1989,91,6.8,12,5,5,Anokha Aspatal hindi 1989,6.0295611285266455
Dhill,2001,158,7.0,789,18,16,Dhill tamil 2001,6.96342656449553
Mudhal Idam,2011,145,5.0,1,519,16,Mudhal Idam tamil 2011,5.562523510971787
Raja Malaya Simhan,1959,120,5.0,1,0,17,Raja Malaya Simhan telugu 1959,5.562523510971787
Mangaata,2016,107,5.0,1,8,6,Mangaata kannada 2016,5.562523510971787
Hiro Ghoghe Jai Avyo,1983,120,5.0,1,5,4,Hiro Ghoghe Jai Avyo gujarati 1983,5.562523510971787
Savidham,1992,120,6.3,14,19,9,Savidham malayalam 1992,5.873586206896552
Aavartan,2021,116,5.0,1,15,5,Aavartan hindi 2021,5.562523510971787
Itihaas Konna,2000,125,5.0,1,25,2,Itihaas Konna bengali 2000,5.562523510971787
"I, Me aur Main",2013,108,4.6,1807,5815,5,"I, Me aur Main hindi 2013",4.6113651626046925
Envazhi Thani Vazhi,2015,130,3.4,19,1,16,Envazhi Thani Vazhi tamil 2015,4.549387931034483
